ticker,metric,fy,filing,filed,instance_value,instance_tag,sheet_value,sheet_tag,match
WMT,current_assets,2023,0000104169-25-000021,2025-03-14,76877000000.0,AssetsCurrent,76877000000.0,AssetsCurrent,True
WMT,current_liabilities,2024,0000104169-25-000021,2025-03-14,96584000000.0,LiabilitiesCurrent,96584000000.0,LiabilitiesCurrent,True
WMT,current_liabilities,2023,0000104169-25-000021,2025-03-14,92415000000.0,LiabilitiesCurrent,92415000000.0,LiabilitiesCurrent,True
WMT,total_equity,2024,0000104169-25-000021,2025-03-14,97421000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,97421000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,True
WMT,total_equity,2023,0000104169-25-000021,2025-03-14,90349000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,90349000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,True
WMT,total_equity,2021,0000104169-25-000021,2025-03-14,91891000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,91891000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,True
WMT,total_equity,2022,0000104169-25-000021,2025-03-14,83754000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,83754000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,True
WMT,revenue,2023,0000104169-24-000056,2024-03-15,642637000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,642637000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,True
WMT,revenue,2022,0000104169-24-000056,2024-03-15,605881000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,605881000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,True
WMT,revenue,2021,0000104169-24-000056,2024-03-15,567762000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,567762000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,True
WMT,cost_of_sales,2023,0000104169-24-000056,2024-03-15,490142000000.0,CostOfRevenue,490142000000.0,CostOfRevenue,True
WMT,cost_of_sales,2022,0000104169-24-000056,2024-03-15,463721000000.0,CostOfRevenue,463721000000.0,CostOfRevenue,True
WMT,cost_of_sales,2021,0000104169-24-000056,2024-03-15,429000000000.0,CostOfRevenue,429000000000.0,CostOfRevenue,True
WMT,net_income,2023,0000104169-24-000056,2024-03-15,15511000000.0,NetIncomeLoss,15511000000.0,NetIncomeLoss,True
WMT,net_income,2022,0000104169-24-000056,2024-03-15,11680000000.0,NetIncomeLoss,11680000000.0,NetIncomeLoss,True
WMT,net_income,2021,0000104169-24-000056,2024-03-15,13673000000.0,NetIncomeLoss,13673000000.0,NetIncomeLoss,True
WMT,current_assets,2023,0000104169-24-000056,2024-03-15,76877000000.0,AssetsCurrent,76877000000.0,AssetsCurrent,True
WMT,current_assets,2022,0000104169-24-000056,2024-03-15,75655000000.0,AssetsCurrent,75655000000.0,AssetsCurrent,True
WMT,current_liabilities,2023,0000104169-24-000056,2024-03-15,92415000000.0,LiabilitiesCurrent,92415000000.0,LiabilitiesCurrent,True
