ticker,metric,fiscal_year,cik,period_start,period_end,status,value,tag,accession,filed,frame,first_value,first_filed,n_versions,restated,note
WMT,operating_lease_total,2018,104169,,2019-01-31,not tagged,,,,,,,,,,
WMT,operating_lease_total,2019,104169,,2020-01-31,ok,17964000000.0,OperatingLeaseLiability,0000104169-20-000011,2020-03-20,CY2019Q4I,17964000000.0,2020-03-20,1.0,False,
WMT,operating_lease_total,2020,104169,,2021-01-31,ok,14375000000.0,OperatingLeaseLiability,0000104169-21-000033,2021-03-19,CY2020Q4I,14375000000.0,2021-03-19,1.0,False,
WMT,operating_lease_total,2021,104169,,2022-01-31,ok,14492000000.0,OperatingLeaseLiability,0000104169-22-000012,2022-03-18,CY2021Q4I,14492000000.0,2022-03-18,1.0,False,
WMT,operating_lease_total,2022,104169,,2023-01-31,ok,14301000000.0,OperatingLeaseLiability,0000104169-23-000020,2023-03-17,CY2022Q4I,14301000000.0,2023-03-17,1.0,False,
WMT,operating_lease_total,2023,104169,,2024-01-31,ok,14430000000.0,OperatingLeaseLiability,0000104169-24-000056,2024-03-15,CY2023Q4I,14430000000.0,2024-03-15,1.0,False,
WMT,operating_lease_total,2024,104169,,2025-01-31,ok,14324000000.0,OperatingLeaseLiability,0000104169-25-000021,2025-03-14,CY2024Q4I,14324000000.0,2025-03-14,1.0,False,
WMT,operating_lease_total,2025,104169,,2026-01-31,ok,15572000000.0,OperatingLeaseLiability,0000104169-26-000055,2026-03-13,CY2025Q4I,15572000000.0,2026-03-13,1.0,False,
WMT,revenue,2015,104169,2015-02-01,2016-01-31,ok,478614000000.0,SalesRevenueNet,0000104169-18-000028,2018-03-30,CY2015,478614000000.0,2016-03-30,3.0,False,
WMT,revenue,2016,104169,2016-02-01,2017-01-31,ok,481317000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000104169-19-000016,2019-03-28,CY2016,481317000000.0,2019-03-28,1.0,False,
WMT,revenue,2017,104169,2017-02-01,2018-01-31,ok,495761000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000104169-20-000011,2020-03-20,CY2017,495761000000.0,2019-03-28,2.0,False,
WMT,revenue,2018,104169,2018-02-01,2019-01-31,ok,510329000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000104169-21-000033,2021-03-19,CY2018,510329000000.0,2019-03-28,3.0,False,
WMT,revenue,2019,104169,2019-02-01,2020-01-31,ok,519926000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000104169-22-000012,2022-03-18,CY2019,519926000000.0,2020-03-20,3.0,False,
WMT,revenue,2020,104169,2020-02-01,2021-01-31,ok,555233000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000104169-23-000020,2023-03-17,CY2020,555233000000.0,2021-03-19,3.0,False,
WMT,revenue,2021,104169,2021-02-01,2022-01-31,ok,567762000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000104169-24-000056,2024-03-15,CY2021,567762000000.0,2022-03-18,3.0,False,
WMT,revenue,2022,104169,2022-02-01,2023-01-31,ok,605881000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000104169-25-000021,2025-03-14,CY2022,605881000000.0,2023-03-17,3.0,False,
WMT,revenue,2023,104169,2023-02-01,2024-01-31,ok,642637000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000104169-26-000055,2026-03-13,CY2023,642637000000.0,2024-03-15,3.0,False,
WMT,revenue,2024,104169,2024-02-01,2025-01-31,ok,674538000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000104169-26-000055,2026-03-13,CY2024,674538000000.0,2025-03-14,2.0,False,
WMT,revenue,2025,104169,2025-02-01,2026-01-31,ok,706413000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000104169-26-000055,2026-03-13,CY2025,706413000000.0,2026-03-13,1.0,False,
WMT,short_term_borrowings,2015,104169,,2016-01-31,ok,2708000000.0,ShortTermBorrowings,0000104169-17-000021,2017-03-31,CY2015Q4I,2708000000.0,2016-03-30,2.0,False,
WMT,short_term_borrowings,2016,104169,,2017-01-31,ok,1099000000.0,ShortTermBorrowings,0000104169-18-000028,2018-03-30,CY2016Q4I,1099000000.0,2017-03-31,2.0,False,
WMT,short_term_borrowings,2017,104169,,2018-01-31,ok,5257000000.0,ShortTermBorrowings,0000104169-19-000016,2019-03-28,CY2017Q4I,5257000000.0,2018-03-30,2.0,False,
WMT,short_term_borrowings,2018,104169,,2019-01-31,ok,5225000000.0,ShortTermBorrowings,0000104169-20-000011,2020-03-20,CY2018Q4I,5225000000.0,2019-03-28,2.0,False,
WMT,short_term_borrowings,2019,104169,,2020-01-31,ok,575000000.0,ShortTermBorrowings,0000104169-21-000033,2021-03-19,CY2019Q4I,575000000.0,2020-03-20,2.0,False,
WMT,short_term_borrowings,2020,104169,,2021-01-31,ok,224000000.0,ShortTermBorrowings,0000104169-22-000012,2022-03-18,CY2020Q4I,224000000.0,2021-03-19,2.0,False,
WMT,short_term_borrowings,2021,104169,,2022-01-31,ok,410000000.0,ShortTermBorrowings,0000104169-23-000020,2023-03-17,CY2021Q4I,410000000.0,2022-03-18,2.0,False,
WMT,short_term_borrowings,2022,104169,,2023-01-31,ok,372000000.0,ShortTermBorrowings,0000104169-24-000056,2024-03-15,CY2022Q4I,372000000.0,2023-03-17,2.0,False,
WMT,short_term_borrowings,2023,104169,,2024-01-31,ok,878000000.0,ShortTermBorrowings,0000104169-25-000021,2025-03-14,CY2023Q4I,878000000.0,2024-03-15,2.0,False,
WMT,short_term_borrowings,2024,104169,,2025-01-31,ok,3068000000.0,ShortTermBorrowings,0000104169-26-000055,2026-03-13,CY2024Q4I,3068000000.0,2025-03-14,2.0,False,
WMT,short_term_borrowings,2025,104169,,2026-01-31,ok,6596000000.0,ShortTermBorrowings,0000104169-26-000055,2026-03-13,,6596000000.0,2026-03-13,1.0,False,
WMT,total_assets,2015,104169,,2016-01-31,ok,199581000000.0,Assets,0000104169-18-000028,2018-03-30,CY2015Q4I,199581000000.0,2016-03-30,3.0,False,
WMT,total_assets,2016,104169,,2017-01-31,ok,198825000000.0,Assets,0000104169-19-000016,2019-03-28,CY2016Q4I,198825000000.0,2017-03-31,3.0,False,
WMT,total_assets,2017,104169,,2018-01-31,ok,204522000000.0,Assets,0000104169-20-000011,2020-03-20,CY2017Q4I,204522000000.0,2018-03-30,3.0,False,
WMT,total_assets,2018,104169,,2019-01-31,ok,219295000000.0,Assets,0000104169-21-000033,2021-03-19,CY2018Q4I,219295000000.0,2019-03-28,3.0,False,
WMT,total_assets,2019,104169,,2020-01-31,ok,236495000000.0,Assets,0000104169-22-000012,2022-03-18,CY2019Q4I,236495000000.0,2020-03-20,3.0,False,
WMT,total_assets,2020,104169,,2021-01-31,ok,252496000000.0,Assets,0000104169-23-000020,2023-03-17,CY2020Q4I,252496000000.0,2021-03-19,3.0,False,
WMT,total_assets,2021,104169,,2022-01-31,ok,244860000000.0,Assets,0000104169-24-000056,2024-03-15,CY2021Q4I,244860000000.0,2022-03-18,3.0,False,
WMT,total_assets,2022,104169,,2023-01-31,ok,243197000000.0,Assets,0000104169-25-000021,2025-03-14,CY2022Q4I,243197000000.0,2023-03-17,3.0,False,
WMT,total_assets,2023,104169,,2024-01-31,ok,252399000000.0,Assets,0000104169-26-000055,2026-03-13,CY2023Q4I,252399000000.0,2024-03-15,3.0,False,
WMT,total_assets,2024,104169,,2025-01-31,ok,260823000000.0,Assets,0000104169-26-000055,2026-03-13,CY2024Q4I,260823000000.0,2025-03-14,2.0,False,
WMT,total_assets,2025,104169,,2026-01-31,ok,284668000000.0,Assets,0000104169-26-000055,2026-03-13,,284668000000.0,2026-03-13,1.0,False,
WMT,total_equity,2015,104169,,2016-01-31,ok,83611000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0000104169-19-000016,2019-03-28,CY2015Q4I,83611000000.0,2016-03-30,4.0,False,
WMT,total_equity,2016,104169,,2017-01-31,ok,80535000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0000104169-20-000011,2020-03-20,CY2016Q4I,80535000000.0,2017-03-31,4.0,False,
WMT,total_equity,2017,104169,,2018-01-31,ok,80822000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0000104169-21-000033,2021-03-19,CY2017Q4I,80822000000.0,2018-03-30,4.0,False,
WMT,total_equity,2018,104169,,2019-01-31,ok,79634000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0000104169-22-000012,2022-03-18,CY2018Q4I,79634000000.0,2019-03-28,4.0,False,
WMT,total_equity,2019,104169,,2020-01-31,ok,81552000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0000104169-23-000020,2023-03-17,CY2019Q4I,81552000000.0,2020-03-20,4.0,False,
WMT,total_equity,2020,104169,,2021-01-31,ok,87531000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0000104169-24-000056,2024-03-15,CY2020Q4I,87531000000.0,2021-03-19,4.0,False,
WMT,total_equity,2021,104169,,2022-01-31,ok,91891000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0000104169-25-000021,2025-03-14,CY2021Q4I,91891000000.0,2022-03-18,4.0,False,
WMT,total_equity,2022,104169,,2023-01-31,ok,83754000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0000104169-26-000055,2026-03-13,CY2022Q4I,83754000000.0,2023-03-17,4.0,False,
WMT,total_equity,2023,104169,,2024-01-31,ok,90349000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0000104169-26-000055,2026-03-13,CY2023Q4I,90349000000.0,2024-03-15,3.0,False,
WMT,total_equity,2024,104169,,2025-01-31,ok,97421000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0000104169-26-000055,2026-03-13,,97421000000.0,2025-03-14,2.0,False,
WMT,total_equity,2025,104169,,2026-01-31,ok,105887000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0000104169-26-000055,2026-03-13,,105887000000.0,2026-03-13,1.0,False,
