ticker,metric,fiscal_year,cik,period_start,period_end,status,value,tag,accession,filed,frame,first_value,first_filed,n_versions,restated,note
WMT,current_assets,2025,104169,,2026-01-31,ok,84874000000.0,AssetsCurrent,0000104169-26-000055,2026-03-13,,84874000000.0,2026-03-13,1.0,False,
WMT,current_liabilities,2015,104169,,2016-01-31,ok,64619000000.0,LiabilitiesCurrent,0000104169-17-000021,2017-03-31,CY2015Q4I,64619000000.0,2016-03-30,2.0,False,
WMT,current_liabilities,2016,104169,,2017-01-31,ok,66928000000.0,LiabilitiesCurrent,0000104169-18-000028,2018-03-30,CY2016Q4I,66928000000.0,2017-03-31,2.0,False,
WMT,current_liabilities,2017,104169,,2018-01-31,ok,78521000000.0,LiabilitiesCurrent,0000104169-19-000016,2019-03-28,CY2017Q4I,78521000000.0,2018-03-30,2.0,False,
WMT,current_liabilities,2018,104169,,2019-01-31,ok,77477000000.0,LiabilitiesCurrent,0000104169-20-000011,2020-03-20,CY2018Q4I,77477000000.0,2019-03-28,2.0,False,
WMT,current_liabilities,2019,104169,,2020-01-31,ok,77790000000.0,LiabilitiesCurrent,0000104169-21-000033,2021-03-19,CY2019Q4I,77790000000.0,2020-03-20,2.0,False,
WMT,current_liabilities,2020,104169,,2021-01-31,ok,92645000000.0,LiabilitiesCurrent,0000104169-22-000012,2022-03-18,CY2020Q4I,92645000000.0,2021-03-19,2.0,False,
WMT,current_liabilities,2021,104169,,2022-01-31,ok,87379000000.0,LiabilitiesCurrent,0000104169-23-000020,2023-03-17,CY2021Q4I,87379000000.0,2022-03-18,2.0,False,
WMT,current_liabilities,2022,104169,,2023-01-31,ok,92198000000.0,LiabilitiesCurrent,0000104169-24-000056,2024-03-15,CY2022Q4I,92198000000.0,2023-03-17,2.0,False,
WMT,current_liabilities,2023,104169,,2024-01-31,ok,92415000000.0,LiabilitiesCurrent,0000104169-25-000021,2025-03-14,CY2023Q4I,92415000000.0,2024-03-15,2.0,False,
WMT,current_liabilities,2024,104169,,2025-01-31,ok,96584000000.0,LiabilitiesCurrent,0000104169-26-000055,2026-03-13,CY2024Q4I,96584000000.0,2025-03-14,2.0,False,
WMT,current_liabilities,2025,104169,,2026-01-31,ok,107469000000.0,LiabilitiesCurrent,0000104169-26-000055,2026-03-13,,107469000000.0,2026-03-13,1.0,False,
WMT,equity_parent_only,2015,104169,,2016-01-31,ok,80546000000.0,StockholdersEquity,0000104169-17-000021,2017-03-31,CY2015Q4I,80546000000.0,2016-03-30,2.0,False,
WMT,equity_parent_only,2016,104169,,2017-01-31,ok,77798000000.0,StockholdersEquity,0000104169-18-000028,2018-03-30,CY2016Q4I,77798000000.0,2017-03-31,2.0,False,
WMT,equity_parent_only,2017,104169,,2018-01-31,ok,77869000000.0,StockholdersEquity,0000104169-19-000016,2019-03-28,CY2017Q4I,77869000000.0,2018-03-30,2.0,False,
WMT,equity_parent_only,2018,104169,,2019-01-31,ok,72496000000.0,StockholdersEquity,0000104169-20-000011,2020-03-20,CY2018Q4I,72496000000.0,2019-03-28,2.0,False,
WMT,equity_parent_only,2019,104169,,2020-01-31,ok,74669000000.0,StockholdersEquity,0000104169-21-000033,2021-03-19,CY2019Q4I,74669000000.0,2020-03-20,2.0,False,
WMT,equity_parent_only,2020,104169,,2021-01-31,ok,80925000000.0,StockholdersEquity,0000104169-22-000012,2022-03-18,CY2020Q4I,80925000000.0,2021-03-19,2.0,False,
WMT,equity_parent_only,2021,104169,,2022-01-31,ok,83253000000.0,StockholdersEquity,0000104169-23-000020,2023-03-17,CY2021Q4I,83253000000.0,2022-03-18,2.0,False,
WMT,equity_parent_only,2022,104169,,2023-01-31,ok,76693000000.0,StockholdersEquity,0000104169-24-000056,2024-03-15,CY2022Q4I,76693000000.0,2023-03-17,2.0,False,
WMT,equity_parent_only,2023,104169,,2024-01-31,ok,83861000000.0,StockholdersEquity,0000104169-25-000021,2025-03-14,CY2023Q4I,83861000000.0,2024-03-15,2.0,False,
WMT,equity_parent_only,2024,104169,,2025-01-31,ok,91013000000.0,StockholdersEquity,0000104169-26-000055,2026-03-13,CY2024Q4I,91013000000.0,2025-03-14,2.0,False,
WMT,equity_parent_only,2025,104169,,2026-01-31,ok,99617000000.0,StockholdersEquity,0000104169-26-000055,2026-03-13,,99617000000.0,2026-03-13,1.0,False,
WMT,finance_lease_current,2015,104169,,2016-01-31,ok,551000000.0,CapitalLeaseObligationsCurrent,0000104169-17-000021,2017-03-31,CY2015Q4I,551000000.0,2016-03-30,2.0,False,
WMT,finance_lease_current,2016,104169,,2017-01-31,ok,565000000.0,CapitalLeaseObligationsCurrent,0000104169-18-000028,2018-03-30,CY2016Q4I,565000000.0,2017-03-31,2.0,False,
WMT,finance_lease_current,2017,104169,,2018-01-31,ok,667000000.0,CapitalLeaseObligationsCurrent,0000104169-19-000016,2019-03-28,CY2017Q4I,667000000.0,2018-03-30,2.0,False,
WMT,finance_lease_current,2018,104169,,2019-01-31,ok,729000000.0,CapitalLeaseObligationsCurrent,0000104169-20-000011,2020-03-20,CY2018Q4I,729000000.0,2019-03-28,2.0,False,
WMT,finance_lease_current,2019,104169,,2020-01-31,ok,511000000.0,FinanceLeaseLiabilityCurrent,0000104169-21-000033,2021-03-19,CY2019Q4I,511000000.0,2020-03-20,2.0,False,
WMT,finance_lease_current,2020,104169,,2021-01-31,ok,491000000.0,FinanceLeaseLiabilityCurrent,0000104169-22-000012,2022-03-18,CY2020Q4I,491000000.0,2021-03-19,2.0,False,
WMT,finance_lease_current,2021,104169,,2022-01-31,ok,511000000.0,FinanceLeaseLiabilityCurrent,0000104169-23-000020,2023-03-17,CY2021Q4I,511000000.0,2022-03-18,2.0,False,
WMT,finance_lease_current,2022,104169,,2023-01-31,ok,567000000.0,FinanceLeaseLiabilityCurrent,0000104169-24-000056,2024-03-15,CY2022Q4I,567000000.0,2023-03-17,2.0,False,
WMT,finance_lease_current,2023,104169,,2024-01-31,ok,725000000.0,FinanceLeaseLiabilityCurrent,0000104169-25-000021,2025-03-14,CY2023Q4I,725000000.0,2024-03-15,2.0,False,
WMT,finance_lease_current,2024,104169,,2025-01-31,ok,800000000.0,FinanceLeaseLiabilityCurrent,0000104169-26-000055,2026-03-13,CY2024Q4I,800000000.0,2025-03-14,2.0,False,
WMT,finance_lease_current,2025,104169,,2026-01-31,ok,856000000.0,FinanceLeaseLiabilityCurrent,0000104169-26-000055,2026-03-13,,856000000.0,2026-03-13,1.0,False,
WMT,finance_lease_noncurrent,2015,104169,,2016-01-31,ok,5816000000.0,CapitalLeaseObligationsNoncurrent,0000104169-17-000021,2017-03-31,CY2015Q4I,5816000000.0,2016-03-30,2.0,False,
WMT,finance_lease_noncurrent,2016,104169,,2017-01-31,ok,6003000000.0,CapitalLeaseObligationsNoncurrent,0000104169-18-000028,2018-03-30,CY2016Q4I,6003000000.0,2017-03-31,2.0,False,
WMT,finance_lease_noncurrent,2017,104169,,2018-01-31,ok,6780000000.0,CapitalLeaseObligationsNoncurrent,0000104169-19-000016,2019-03-28,CY2017Q4I,6780000000.0,2018-03-30,2.0,False,
WMT,finance_lease_noncurrent,2018,104169,,2019-01-31,ok,6683000000.0,CapitalLeaseObligationsNoncurrent,0000104169-20-000011,2020-03-20,CY2018Q4I,6683000000.0,2019-03-28,2.0,False,
WMT,finance_lease_noncurrent,2019,104169,,2020-01-31,ok,4307000000.0,FinanceLeaseLiabilityNoncurrent,0000104169-21-000033,2021-03-19,CY2019Q4I,4307000000.0,2020-03-20,2.0,False,
WMT,finance_lease_noncurrent,2020,104169,,2021-01-31,ok,3847000000.0,FinanceLeaseLiabilityNoncurrent,0000104169-22-000012,2022-03-18,CY2020Q4I,3847000000.0,2021-03-19,2.0,False,
WMT,finance_lease_noncurrent,2021,104169,,2022-01-31,ok,4243000000.0,FinanceLeaseLiabilityNoncurrent,0000104169-23-000020,2023-03-17,CY2021Q4I,4243000000.0,2022-03-18,2.0,False,
WMT,finance_lease_noncurrent,2022,104169,,2023-01-31,ok,4843000000.0,FinanceLeaseLiabilityNoncurrent,0000104169-24-000056,2024-03-15,CY2022Q4I,4843000000.0,2023-03-17,2.0,False,
WMT,finance_lease_noncurrent,2023,104169,,2024-01-31,ok,5709000000.0,FinanceLeaseLiabilityNoncurrent,0000104169-25-000021,2025-03-14,CY2023Q4I,5709000000.0,2024-03-15,2.0,False,
WMT,finance_lease_noncurrent,2024,104169,,2025-01-31,ok,5923000000.0,FinanceLeaseLiabilityNoncurrent,0000104169-26-000055,2026-03-13,CY2024Q4I,5923000000.0,2025-03-14,2.0,False,
WMT,finance_lease_noncurrent,2025,104169,,2026-01-31,ok,5905000000.0,FinanceLeaseLiabilityNoncurrent,0000104169-26-000055,2026-03-13,,5905000000.0,2026-03-13,1.0,False,
WMT,finance_lease_total,2015,104169,,2016-01-31,ok,6367000000.0,CapitalLeaseObligations,0000104169-16-000079,2016-03-30,CY2015Q4I,6367000000.0,2016-03-30,1.0,False,
WMT,finance_lease_total,2016,104169,,2017-01-31,ok,6568000000.0,CapitalLeaseObligations,0000104169-17-000021,2017-03-31,CY2016Q4I,6568000000.0,2017-03-31,1.0,False,
WMT,finance_lease_total,2017,104169,,2018-01-31,ok,7447000000.0,CapitalLeaseObligations,0000104169-18-000028,2018-03-30,CY2017Q4I,7447000000.0,2018-03-30,1.0,False,
WMT,finance_lease_total,2018,104169,,2019-01-31,ok,7412000000.0,CapitalLeaseObligations,0000104169-20-000011,2020-03-20,CY2018Q4I,7412000000.0,2019-03-28,2.0,False,
WMT,finance_lease_total,2019,104169,,2020-01-31,ok,4818000000.0,FinanceLeaseLiability,0000104169-20-000011,2020-03-20,CY2019Q4I,4818000000.0,2020-03-20,1.0,False,
WMT,finance_lease_total,2020,104169,,2021-01-31,ok,4338000000.0,FinanceLeaseLiability,0000104169-21-000033,2021-03-19,CY2020Q4I,4338000000.0,2021-03-19,1.0,False,
WMT,finance_lease_total,2021,104169,,2022-01-31,ok,4754000000.0,FinanceLeaseLiability,0000104169-22-000012,2022-03-18,CY2021Q4I,4754000000.0,2022-03-18,1.0,False,
WMT,finance_lease_total,2022,104169,,2023-01-31,ok,5410000000.0,FinanceLeaseLiability,0000104169-23-000020,2023-03-17,CY2022Q4I,5410000000.0,2023-03-17,1.0,False,
WMT,finance_lease_total,2023,104169,,2024-01-31,ok,6434000000.0,FinanceLeaseLiability,0000104169-24-000056,2024-03-15,CY2023Q4I,6434000000.0,2024-03-15,1.0,False,
WMT,finance_lease_total,2024,104169,,2025-01-31,ok,6723000000.0,FinanceLeaseLiability,0000104169-25-000021,2025-03-14,CY2024Q4I,6723000000.0,2025-03-14,1.0,False,
WMT,finance_lease_total,2025,104169,,2026-01-31,ok,6761000000.0,FinanceLeaseLiability,0000104169-26-000055,2026-03-13,CY2025Q4I,6761000000.0,2026-03-13,1.0,False,
WMT,inventory,2015,104169,,2016-01-31,ok,44469000000.0,InventoryNet,0000104169-17-000021,2017-03-31,CY2015Q4I,44469000000.0,2016-03-30,2.0,False,
WMT,inventory,2016,104169,,2017-01-31,ok,43046000000.0,InventoryNet,0000104169-18-000028,2018-03-30,CY2016Q4I,43046000000.0,2017-03-31,2.0,False,
WMT,inventory,2017,104169,,2018-01-31,ok,43783000000.0,InventoryNet,0000104169-19-000016,2019-03-28,CY2017Q4I,43783000000.0,2018-03-30,2.0,False,
WMT,inventory,2018,104169,,2019-01-31,ok,44269000000.0,InventoryNet,0000104169-20-000011,2020-03-20,CY2018Q4I,44269000000.0,2019-03-28,2.0,False,
WMT,inventory,2019,104169,,2020-01-31,ok,44435000000.0,InventoryNet,0000104169-21-000033,2021-03-19,CY2019Q4I,44435000000.0,2020-03-20,2.0,False,
WMT,inventory,2020,104169,,2021-01-31,ok,44949000000.0,InventoryNet,0000104169-22-000012,2022-03-18,CY2020Q4I,44949000000.0,2021-03-19,2.0,False,
WMT,inventory,2021,104169,,2022-01-31,ok,56511000000.0,InventoryNet,0000104169-23-000020,2023-03-17,CY2021Q4I,56511000000.0,2022-03-18,2.0,False,
WMT,inventory,2022,104169,,2023-01-31,ok,56576000000.0,InventoryNet,0000104169-24-000056,2024-03-15,CY2022Q4I,56576000000.0,2023-03-17,2.0,False,
WMT,inventory,2023,104169,,2024-01-31,ok,54892000000.0,InventoryNet,0000104169-25-000021,2025-03-14,CY2023Q4I,54892000000.0,2024-03-15,2.0,False,
WMT,inventory,2024,104169,,2025-01-31,ok,56435000000.0,InventoryNet,0000104169-26-000055,2026-03-13,CY2024Q4I,56435000000.0,2025-03-14,2.0,False,
WMT,inventory,2025,104169,,2026-01-31,ok,58851000000.0,InventoryNet,0000104169-26-000055,2026-03-13,,58851000000.0,2026-03-13,1.0,False,
WMT,lifo_reserve,2015,104169,,2016-01-31,not tagged,,,,,,,,,,
WMT,lifo_reserve,2016,104169,,2017-01-31,not tagged,,,,,,,,,,
WMT,lifo_reserve,2017,104169,,2018-01-31,not tagged,,,,,,,,,,
WMT,lifo_reserve,2018,104169,,2019-01-31,not tagged,,,,,,,,,,
WMT,lifo_reserve,2019,104169,,2020-01-31,not tagged,,,,,,,,,,
WMT,lifo_reserve,2020,104169,,2021-01-31,not tagged,,,,,,,,,,
WMT,lifo_reserve,2021,104169,,2022-01-31,not tagged,,,,,,,,,,
WMT,lifo_reserve,2022,104169,,2023-01-31,not tagged,,,,,,,,,,
WMT,lifo_reserve,2023,104169,,2024-01-31,not tagged,,,,,,,,,,
WMT,lifo_reserve,2024,104169,,2025-01-31,not tagged,,,,,,,,,,
WMT,lifo_reserve,2025,104169,,2026-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_current,2015,104169,,2016-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_current,2016,104169,,2017-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_current,2017,104169,,2018-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_current,2018,104169,,2019-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_current,2019,104169,,2020-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_current,2020,104169,,2021-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_current,2021,104169,,2022-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_current,2022,104169,,2023-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_current,2023,104169,,2024-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_current,2024,104169,,2025-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_current,2025,104169,,2026-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_noncurrent,2015,104169,,2016-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_noncurrent,2016,104169,,2017-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_noncurrent,2017,104169,,2018-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_noncurrent,2018,104169,,2019-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_noncurrent,2019,104169,,2020-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_noncurrent,2020,104169,,2021-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_noncurrent,2021,104169,,2022-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_noncurrent,2022,104169,,2023-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_noncurrent,2023,104169,,2024-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_noncurrent,2024,104169,,2025-01-31,not tagged,,,,,,,,,,
WMT,ltd_and_leases_noncurrent,2025,104169,,2026-01-31,not tagged,,,,,,,,,,
WMT,ltd_current,2015,104169,,2016-01-31,ok,2745000000.0,LongTermDebtCurrent,0000104169-17-000021,2017-03-31,CY2015Q4I,2745000000.0,2016-03-30,2.0,False,
WMT,ltd_current,2016,104169,,2017-01-31,ok,2256000000.0,LongTermDebtCurrent,0000104169-18-000028,2018-03-30,CY2016Q4I,2256000000.0,2017-03-31,2.0,False,
WMT,ltd_current,2017,104169,,2018-01-31,ok,3738000000.0,LongTermDebtCurrent,0000104169-19-000016,2019-03-28,CY2017Q4I,3738000000.0,2018-03-30,2.0,False,
WMT,ltd_current,2018,104169,,2019-01-31,ok,1876000000.0,LongTermDebtCurrent,0000104169-20-000011,2020-03-20,CY2018Q4I,1876000000.0,2019-03-28,2.0,False,
WMT,ltd_current,2019,104169,,2020-01-31,ok,5362000000.0,LongTermDebtCurrent,0000104169-21-000033,2021-03-19,CY2019Q4I,5362000000.0,2020-03-20,2.0,False,
WMT,ltd_current,2020,104169,,2021-01-31,ok,3115000000.0,LongTermDebtCurrent,0000104169-22-000012,2022-03-18,CY2020Q4I,3115000000.0,2021-03-19,2.0,False,
WMT,ltd_current,2021,104169,,2022-01-31,ok,2803000000.0,LongTermDebtCurrent,0000104169-23-000020,2023-03-17,CY2021Q4I,2803000000.0,2022-03-18,2.0,False,
WMT,ltd_current,2022,104169,,2023-01-31,ok,4191000000.0,LongTermDebtCurrent,0000104169-24-000056,2024-03-15,CY2022Q4I,4191000000.0,2023-03-17,2.0,False,
WMT,ltd_current,2023,104169,,2024-01-31,ok,3447000000.0,LongTermDebtCurrent,0000104169-25-000021,2025-03-14,CY2023Q4I,3447000000.0,2024-03-15,2.0,False,
WMT,ltd_current,2024,104169,,2025-01-31,ok,2598000000.0,LongTermDebtCurrent,0000104169-26-000055,2026-03-13,CY2024Q4I,2598000000.0,2025-03-14,2.0,False,
WMT,ltd_current,2025,104169,,2026-01-31,ok,3542000000.0,LongTermDebtCurrent,0000104169-26-000055,2026-03-13,,3542000000.0,2026-03-13,1.0,False,
WMT,ltd_noncurrent,2015,104169,,2016-01-31,ok,38214000000.0,LongTermDebtNoncurrent,0000104169-17-000021,2017-03-31,CY2015Q4I,38214000000.0,2016-03-30,2.0,False,
WMT,ltd_noncurrent,2016,104169,,2017-01-31,ok,36015000000.0,LongTermDebtNoncurrent,0000104169-18-000028,2018-03-30,CY2016Q4I,36015000000.0,2017-03-31,2.0,False,
WMT,ltd_noncurrent,2017,104169,,2018-01-31,ok,30045000000.0,LongTermDebtNoncurrent,0000104169-19-000016,2019-03-28,CY2017Q4I,30045000000.0,2018-03-30,2.0,False,
WMT,ltd_noncurrent,2018,104169,,2019-01-31,ok,43520000000.0,LongTermDebtNoncurrent,0000104169-20-000011,2020-03-20,CY2018Q4I,43520000000.0,2019-03-28,2.0,False,
WMT,ltd_noncurrent,2019,104169,,2020-01-31,ok,43714000000.0,LongTermDebtNoncurrent,0000104169-21-000033,2021-03-19,CY2019Q4I,43714000000.0,2020-03-20,2.0,False,
WMT,ltd_noncurrent,2020,104169,,2021-01-31,ok,41194000000.0,LongTermDebtNoncurrent,0000104169-22-000012,2022-03-18,CY2020Q4I,41194000000.0,2021-03-19,2.0,False,
WMT,ltd_noncurrent,2021,104169,,2022-01-31,ok,34864000000.0,LongTermDebtNoncurrent,0000104169-23-000020,2023-03-17,CY2021Q4I,34864000000.0,2022-03-18,2.0,False,
WMT,ltd_noncurrent,2022,104169,,2023-01-31,ok,34649000000.0,LongTermDebtNoncurrent,0000104169-24-000056,2024-03-15,CY2022Q4I,34649000000.0,2023-03-17,2.0,False,
WMT,ltd_noncurrent,2023,104169,,2024-01-31,ok,36132000000.0,LongTermDebtNoncurrent,0000104169-25-000021,2025-03-14,CY2023Q4I,36132000000.0,2024-03-15,2.0,False,
WMT,ltd_noncurrent,2024,104169,,2025-01-31,ok,33401000000.0,LongTermDebtNoncurrent,0000104169-26-000055,2026-03-13,CY2024Q4I,33401000000.0,2025-03-14,2.0,False,
WMT,ltd_noncurrent,2025,104169,,2026-01-31,ok,34624000000.0,LongTermDebtNoncurrent,0000104169-26-000055,2026-03-13,,34624000000.0,2026-03-13,1.0,False,
WMT,net_income,2015,104169,2015-02-01,2016-01-31,ok,14694000000.0,NetIncomeLoss,0000104169-18-000028,2018-03-30,CY2015,14694000000.0,2016-03-30,3.0,False,
WMT,net_income,2016,104169,2016-02-01,2017-01-31,ok,13643000000.0,NetIncomeLoss,0000104169-19-000016,2019-03-28,CY2016,13643000000.0,2017-03-31,3.0,False,
WMT,net_income,2017,104169,2017-02-01,2018-01-31,ok,9862000000.0,NetIncomeLoss,0000104169-20-000011,2020-03-20,CY2017,9862000000.0,2018-03-30,3.0,False,
WMT,net_income,2018,104169,2018-02-01,2019-01-31,ok,6670000000.0,NetIncomeLoss,0000104169-21-000033,2021-03-19,CY2018,6670000000.0,2019-03-28,3.0,False,
WMT,net_income,2019,104169,2019-02-01,2020-01-31,ok,14881000000.0,NetIncomeLoss,0000104169-22-000012,2022-03-18,CY2019,14881000000.0,2020-03-20,3.0,False,
WMT,net_income,2020,104169,2020-02-01,2021-01-31,ok,13510000000.0,NetIncomeLoss,0000104169-23-000020,2023-03-17,CY2020,13510000000.0,2021-03-19,3.0,False,
WMT,net_income,2021,104169,2021-02-01,2022-01-31,ok,13673000000.0,NetIncomeLoss,0000104169-24-000056,2024-03-15,,13673000000.0,2022-03-18,3.0,False,
WMT,net_income,2022,104169,2022-02-01,2023-01-31,ok,11680000000.0,NetIncomeLoss,0000104169-25-000021,2025-03-14,,11680000000.0,2023-03-17,3.0,False,
WMT,net_income,2023,104169,2023-02-01,2024-01-31,ok,15511000000.0,NetIncomeLoss,0000104169-26-000055,2026-03-13,,15511000000.0,2024-03-15,3.0,False,
WMT,net_income,2024,104169,2024-02-01,2025-01-31,ok,19436000000.0,NetIncomeLoss,0000104169-26-000055,2026-03-13,,19436000000.0,2025-03-14,2.0,False,
WMT,net_income,2025,104169,2025-02-01,2026-01-31,ok,21893000000.0,NetIncomeLoss,0000104169-26-000055,2026-03-13,,21893000000.0,2026-03-13,1.0,False,
WMT,operating_income,2015,104169,2015-02-01,2016-01-31,ok,24105000000.0,OperatingIncomeLoss,0000104169-18-000028,2018-03-30,CY2015,24105000000.0,2016-03-30,3.0,False,
WMT,operating_income,2016,104169,2016-02-01,2017-01-31,ok,22764000000.0,OperatingIncomeLoss,0000104169-19-000016,2019-03-28,CY2016,22764000000.0,2017-03-31,3.0,False,
WMT,operating_income,2017,104169,2017-02-01,2018-01-31,ok,20437000000.0,OperatingIncomeLoss,0000104169-20-000011,2020-03-20,CY2017,20437000000.0,2018-03-30,3.0,False,
WMT,operating_income,2018,104169,2018-02-01,2019-01-31,ok,21957000000.0,OperatingIncomeLoss,0000104169-21-000033,2021-03-19,CY2018,21957000000.0,2019-03-28,3.0,False,
WMT,operating_income,2019,104169,2019-02-01,2020-01-31,ok,20568000000.0,OperatingIncomeLoss,0000104169-22-000012,2022-03-18,CY2019,20568000000.0,2020-03-20,3.0,False,
WMT,operating_income,2020,104169,2020-02-01,2021-01-31,ok,22548000000.0,OperatingIncomeLoss,0000104169-23-000020,2023-03-17,CY2020,22548000000.0,2021-03-19,3.0,False,
WMT,operating_income,2021,104169,2021-02-01,2022-01-31,ok,25942000000.0,OperatingIncomeLoss,0000104169-24-000056,2024-03-15,CY2021,25942000000.0,2022-03-18,3.0,False,
WMT,operating_income,2022,104169,2022-02-01,2023-01-31,ok,20428000000.0,OperatingIncomeLoss,0000104169-25-000021,2025-03-14,CY2022,20428000000.0,2023-03-17,3.0,False,
WMT,operating_income,2023,104169,2023-02-01,2024-01-31,ok,27012000000.0,OperatingIncomeLoss,0000104169-26-000055,2026-03-13,CY2023,27012000000.0,2024-03-15,3.0,False,
WMT,operating_income,2024,104169,2024-02-01,2025-01-31,ok,29348000000.0,OperatingIncomeLoss,0000104169-26-000055,2026-03-13,CY2024,29348000000.0,2025-03-14,2.0,False,
WMT,operating_income,2025,104169,2025-02-01,2026-01-31,ok,29825000000.0,OperatingIncomeLoss,0000104169-26-000055,2026-03-13,CY2025,29825000000.0,2026-03-13,1.0,False,
WMT,operating_lease_current,2015,104169,,2016-01-31,not tagged,,,,,,,,,,
WMT,operating_lease_current,2016,104169,,2017-01-31,not tagged,,,,,,,,,,
WMT,operating_lease_current,2017,104169,,2018-01-31,not tagged,,,,,,,,,,
WMT,operating_lease_current,2018,104169,,2019-01-31,ok,0.0,OperatingLeaseLiabilityCurrent,0000104169-20-000011,2020-03-20,CY2018Q4I,0.0,2020-03-20,1.0,False,
WMT,operating_lease_current,2019,104169,,2020-01-31,ok,1793000000.0,OperatingLeaseLiabilityCurrent,0000104169-21-000033,2021-03-19,CY2019Q4I,1793000000.0,2020-03-20,2.0,False,
WMT,operating_lease_current,2020,104169,,2021-01-31,ok,1466000000.0,OperatingLeaseLiabilityCurrent,0000104169-22-000012,2022-03-18,CY2020Q4I,1466000000.0,2021-03-19,2.0,False,
WMT,operating_lease_current,2021,104169,,2022-01-31,ok,1483000000.0,OperatingLeaseLiabilityCurrent,0000104169-23-000020,2023-03-17,CY2021Q4I,1483000000.0,2022-03-18,2.0,False,
WMT,operating_lease_current,2022,104169,,2023-01-31,ok,1473000000.0,OperatingLeaseLiabilityCurrent,0000104169-24-000056,2024-03-15,CY2022Q4I,1473000000.0,2023-03-17,2.0,False,
WMT,operating_lease_current,2023,104169,,2024-01-31,ok,1487000000.0,OperatingLeaseLiabilityCurrent,0000104169-25-000021,2025-03-14,CY2023Q4I,1487000000.0,2024-03-15,2.0,False,
WMT,operating_lease_current,2024,104169,,2025-01-31,ok,1499000000.0,OperatingLeaseLiabilityCurrent,0000104169-26-000055,2026-03-13,CY2024Q4I,1499000000.0,2025-03-14,2.0,False,
WMT,operating_lease_current,2025,104169,,2026-01-31,ok,1631000000.0,OperatingLeaseLiabilityCurrent,0000104169-26-000055,2026-03-13,,1631000000.0,2026-03-13,1.0,False,
WMT,operating_lease_noncurrent,2015,104169,,2016-01-31,not tagged,,,,,,,,,,
WMT,operating_lease_noncurrent,2016,104169,,2017-01-31,not tagged,,,,,,,,,,
WMT,operating_lease_noncurrent,2017,104169,,2018-01-31,not tagged,,,,,,,,,,
WMT,operating_lease_noncurrent,2018,104169,,2019-01-31,ok,0.0,OperatingLeaseLiabilityNoncurrent,0000104169-20-000011,2020-03-20,CY2018Q4I,0.0,2020-03-20,1.0,False,
WMT,operating_lease_noncurrent,2019,104169,,2020-01-31,ok,16171000000.0,OperatingLeaseLiabilityNoncurrent,0000104169-21-000033,2021-03-19,CY2019Q4I,16171000000.0,2020-03-20,2.0,False,
WMT,operating_lease_noncurrent,2020,104169,,2021-01-31,ok,12909000000.0,OperatingLeaseLiabilityNoncurrent,0000104169-22-000012,2022-03-18,CY2020Q4I,12909000000.0,2021-03-19,2.0,False,
WMT,operating_lease_noncurrent,2021,104169,,2022-01-31,ok,13009000000.0,OperatingLeaseLiabilityNoncurrent,0000104169-23-000020,2023-03-17,CY2021Q4I,13009000000.0,2022-03-18,2.0,False,
WMT,operating_lease_noncurrent,2022,104169,,2023-01-31,ok,12828000000.0,OperatingLeaseLiabilityNoncurrent,0000104169-24-000056,2024-03-15,CY2022Q4I,12828000000.0,2023-03-17,2.0,False,
WMT,operating_lease_noncurrent,2023,104169,,2024-01-31,ok,12943000000.0,OperatingLeaseLiabilityNoncurrent,0000104169-25-000021,2025-03-14,CY2023Q4I,12943000000.0,2024-03-15,2.0,False,
WMT,operating_lease_noncurrent,2024,104169,,2025-01-31,ok,12825000000.0,OperatingLeaseLiabilityNoncurrent,0000104169-26-000055,2026-03-13,CY2024Q4I,12825000000.0,2025-03-14,2.0,False,
WMT,operating_lease_noncurrent,2025,104169,,2026-01-31,ok,13941000000.0,OperatingLeaseLiabilityNoncurrent,0000104169-26-000055,2026-03-13,,13941000000.0,2026-03-13,1.0,False,
WMT,operating_lease_total,2015,104169,,2016-01-31,not tagged,,,,,,,,,,
WMT,operating_lease_total,2016,104169,,2017-01-31,not tagged,,,,,,,,,,
WMT,operating_lease_total,2017,104169,,2018-01-31,not tagged,,,,,,,,,,
