ticker,metric,fy,sheet_value_musd,extracted,frames_api,frame,tag,status,period_end,restated,first_value,sheet_vs_extract_ok,frames_match
KR,current_liabilities,2024,15940,15940000000.0,15940000000.0,CY2024Q4I,LiabilitiesCurrent,ok,2025-02-01,False,15940000000.0,True,True
KR,current_liabilities,2025,18108,18108000000.0,,,LiabilitiesCurrent,ok,2026-01-31,False,18108000000.0,True,
KR,total_equity,2015,6798,6798000000.0,6798000000.0,CY2015Q4I,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,ok,2016-01-30,False,6798000000.0,True,True
KR,total_equity,2016,6710,6710000000.0,6710000000.0,CY2016Q4I,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,ok,2017-01-28,False,6710000000.0,True,True
KR,total_equity,2017,6905,6905000000.0,6905000000.0,CY2017Q4I,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,ok,2018-02-03,False,6905000000.0,True,True
KR,total_equity,2018,7835,7835000000.0,7835000000.0,CY2018Q4I,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,ok,2019-02-02,False,7835000000.0,True,True
KR,total_equity,2019,8573,8573000000.0,8573000000.0,CY2019Q4I,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,ok,2020-02-01,False,8573000000.0,True,True
KR,total_equity,2020,9550,9550000000.0,9550000000.0,CY2020Q4I,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,ok,2021-01-30,False,9550000000.0,True,True
KR,total_equity,2021,9429,9429000000.0,9429000000.0,CY2021Q4I,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,ok,2022-01-29,False,9429000000.0,True,True
KR,total_equity,2022,10014,10014000000.0,10014000000.0,CY2022Q4I,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,ok,2023-01-28,False,10014000000.0,True,True
KR,total_equity,2023,11601,11601000000.0,11601000000.0,CY2023Q4I,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,ok,2024-02-03,False,11601000000.0,True,True
KR,total_equity,2024,8281,8281000000.0,,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,ok,2025-02-01,False,8281000000.0,True,
KR,total_equity,2025,5936,5936000000.0,,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,ok,2026-01-31,False,5936000000.0,True,
WFM,revenue,2015,15389,15389000000.0,15389000000.0,CY2015,SalesRevenueNet,ok,2015-09-27,False,15389000000.0,True,True
WFM,revenue,2016,15724,15724000000.0,15724000000.0,CY2016,SalesRevenueNet,ok,2016-09-25,False,15724000000.0,True,True
WFM,revenue,2017,16030,16030000000.0,16030000000.0,CY2017,SalesRevenueNet,ok,2017-09-24,False,16030000000.0,True,True
WFM,cost_of_sales,2015,9973,9973000000.0,,,SalesRevenueNet - GrossProfit,derived,2015-09-27,,,True,
WFM,cost_of_sales,2016,10313,10313000000.0,,,SalesRevenueNet - GrossProfit,derived,2016-09-25,,,True,
WFM,cost_of_sales,2017,10633,10633000000.0,,,SalesRevenueNet - GrossProfit,derived,2017-09-24,,,True,
WFM,net_income,2015,536,536000000.0,536000000.0,CY2015,NetIncomeLoss,ok,2015-09-27,False,536000000.0,True,True
WFM,net_income,2016,507,507000000.0,507000000.0,CY2016,NetIncomeLoss,ok,2016-09-25,False,507000000.0,True,True
WFM,net_income,2017,245,245000000.0,245000000.0,CY2017,NetIncomeLoss,ok,2017-09-24,False,245000000.0,True,True
WFM,current_assets,2015,1544,1544000000.0,1544000000.0,CY2015Q3I,AssetsCurrent,ok,2015-09-27,False,1544000000.0,True,True
WFM,current_assets,2016,1975,1975000000.0,1975000000.0,CY2016Q3I,AssetsCurrent,ok,2016-09-25,False,1975000000.0,True,True
WFM,current_assets,2017,2145,2145000000.0,2145000000.0,CY2017Q3I,AssetsCurrent,ok,2017-09-24,False,2145000000.0,True,True
WFM,current_liabilities,2015,1252,1252000000.0,1252000000.0,CY2015Q3I,LiabilitiesCurrent,ok,2015-09-27,False,1252000000.0,True,True
WFM,current_liabilities,2016,1341,1341000000.0,1341000000.0,CY2016Q3I,LiabilitiesCurrent,ok,2016-09-25,False,1341000000.0,True,True
WFM,current_liabilities,2017,1355,1355000000.0,1355000000.0,CY2017Q3I,LiabilitiesCurrent,ok,2017-09-24,False,1355000000.0,True,True
WFM,total_equity,2015,3769,3769000000.0,3769000000.0,CY2015Q3I,StockholdersEquity,ok,2015-09-27,False,3769000000.0,True,True
WFM,total_equity,2016,3224,3224000000.0,3224000000.0,CY2016Q3I,StockholdersEquity,ok,2016-09-25,False,3224000000.0,True,True
WFM,total_equity,2017,3430,3430000000.0,3430000000.0,CY2017Q3I,StockholdersEquity,ok,2017-09-24,False,3430000000.0,True,True
